pH,Temperature,Turbidity_V,Dissolved_Oxygen,Distance_CM,Threat_Label
6.21,30.8,1.29,6.8,2.0,1
5.84,24.7,1.03,2.2,10.7,1
9.86,20.5,1.09,4.5,18.1,1
8.09,32.2,1.16,3.3,11.3,0
9.91,21.9,1.27,8.9,7.2,1
6.69,30.8,1.31,4.3,10.9,1
8.52,21.2,0.85,1.5,22.2,1
6.11,25.6,1.34,4.3,14.1,1
6.31,20.9,1.36,3.6,9.0,1
7.56,27.8,1.16,5.8,17.1,0
6.6,29.8,0.91,2.8,15.7,1
5.84,22.6,1.29,1.3,14.5,1
6.31,25.6,1.13,1.8,10.4,1
5.18,34.0,1.29,3.3,2.7,1
8.52,26.6,1.29,3.8,15.9,1
7.46,32.0,0.85,7.7,11.1,0
5.47,33.9,1.16,3.2,11.3,1
5.86,34.6,1.09,1.3,6.6,1
5.51,33.5,1.37,7.2,7.0,1
8.06,24.8,0.98,8.0,19.9,0
5.47,34.4,0.92,4.9,12.5,1
8.77,32.2,1.34,3.3,3.6,1
5.1,32.6,0.89,7.2,2.1,0
6.25,20.2,1.21,1.1,6.4,1
9.45,34.3,0.98,8.4,12.7,0
8.59,31.7,1.14,7.9,15.8,1
5.36,31.5,1.17,5.4,4.4,1
9.11,21.2,1.05,3.2,11.4,1
7.47,23.5,1.38,1.3,2.7,1
9.23,34.4,0.88,9.0,1.9,1
8.0,27.5,1.03,7.1,21.7,0
8.41,26.0,1.06,3.7,16.8,0
9.97,32.6,1.18,1.2,19.7,1
6.16,21.3,1.04,6.1,5.4,0
8.12,26.3,0.86,8.9,8.7,0
7.3,25.6,1.37,6.7,11.7,1
5.2,25.2,1.05,1.7,16.8,1
5.07,24.6,1.01,4.2,13.8,1
5.6,23.2,1.07,1.9,14.2,1
8.25,22.6,0.93,8.3,4.8,1
7.84,29.6,0.86,3.6,12.4,0
7.77,33.8,0.89,6.9,20.8,0
5.16,27.6,0.9,1.7,13.2,1
7.35,24.5,0.92,2.0,5.8,1
9.62,22.4,1.05,6.4,10.9,1
6.99,32.5,1.17,7.7,19.1,0
8.12,34.6,1.18,2.6,4.2,1
8.9,25.2,0.8,4.3,14.9,1
8.92,24.4,1.35,6.0,24.2,1
7.6,29.0,1.29,7.4,10.1,1
9.29,31.6,1.38,6.0,2.0,1
6.96,26.8,1.02,1.8,16.2,1
9.44,29.5,1.2,5.3,2.1,1
6.2,30.7,0.9,8.1,5.6,0
6.4,34.4,1.29,7.9,2.2,1
5.27,22.5,0.9,5.7,5.1,1
8.98,35.0,1.0,9.0,21.5,1
7.09,25.9,1.09,1.8,18.6,1
6.15,30.8,1.16,4.8,9.2,0
6.16,28.6,1.14,7.2,22.5,0
9.51,27.3,0.86,2.1,17.0,1
9.17,30.5,1.05,8.8,11.7,1
7.77,25.9,1.35,3.8,2.6,1
8.08,21.9,1.32,3.8,18.5,1
7.37,27.3,1.15,2.7,10.0,1
6.96,27.8,1.14,3.3,8.3,0
9.58,23.0,0.87,5.6,7.9,1
5.63,34.0,0.92,4.4,1.2,1
7.09,23.4,0.95,2.5,18.8,1
6.72,26.1,1.09,7.5,4.5,1
7.49,22.3,1.24,1.5,13.5,1
7.29,28.0,1.08,7.7,1.4,1
7.59,24.6,0.88,3.2,16.1,0
5.7,27.3,1.06,5.0,9.9,1
7.57,23.4,0.9,4.0,16.1,0
6.21,20.8,1.25,5.6,3.2,1
5.92,31.7,0.9,7.4,7.4,1
5.32,29.6,1.09,8.9,3.6,1
8.81,25.1,1.22,3.4,16.5,1
7.14,20.7,0.94,5.4,3.6,1
8.13,33.0,0.85,4.7,15.8,0
8.64,22.5,1.14,9.0,4.2,1
8.4,34.0,0.83,7.5,23.6,0
7.35,27.2,1.15,4.2,11.0,0
6.94,25.1,1.25,4.8,4.0,1
6.88,31.1,1.0,3.0,2.0,1
8.2,33.2,1.09,7.0,8.9,0
7.47,25.6,1.36,7.8,22.4,1
9.25,26.1,1.08,8.7,4.5,1
9.37,26.5,1.4,5.5,20.0,1
5.85,33.8,0.89,6.4,11.0,1
5.68,30.4,1.23,4.6,20.3,1
8.15,23.7,1.19,5.9,22.0,0
6.51,22.8,1.32,3.8,24.9,1
5.09,23.5,0.86,6.9,2.6,1
9.44,24.0,0.97,1.2,20.1,1
6.13,23.5,0.88,1.2,2.7,1
9.65,29.9,1.36,6.7,8.6,1
8.59,21.7,1.06,8.4,16.5,1
8.81,25.8,1.35,6.1,11.7,1
6.01,29.4,0.98,6.8,14.6,0
6.17,24.4,0.88,7.6,24.2,0
7.61,21.0,0.98,3.9,20.6,1
5.86,21.2,1.16,1.9,9.7,1
6.53,21.9,1.31,8.5,15.4,1
6.61,32.5,1.03,8.5,2.2,1
5.8,29.9,1.35,4.5,11.9,1
6.03,21.0,0.95,2.7,15.6,1
8.94,25.9,1.22,8.1,18.2,1
5.84,24.2,1.24,6.7,22.6,1
5.14,28.7,0.96,1.1,7.8,1
8.15,27.8,0.82,1.9,22.7,1
9.88,27.2,1.02,8.9,16.9,1
6.66,24.7,0.83,1.3,2.9,1
5.59,22.1,1.34,3.3,10.1,1
7.85,31.1,1.37,5.4,12.4,1
9.53,33.2,1.24,2.5,9.5,1
8.92,34.2,1.24,2.9,3.8,1
8.11,20.9,0.94,3.8,14.2,0
6.58,31.1,0.84,3.2,4.2,1
7.71,30.9,1.28,7.4,23.0,1
5.46,34.2,1.14,5.0,21.8,1
8.39,23.8,1.21,3.2,12.4,0
8.63,31.1,1.27,3.5,2.6,1
9.83,20.8,1.05,1.3,14.3,1
6.3,29.5,0.89,1.4,15.2,1
5.09,25.3,1.28,6.7,22.3,1
7.73,31.5,1.07,1.9,2.6,1
8.53,32.9,1.3,4.8,17.6,1
8.95,25.5,1.06,7.7,14.5,1
5.97,27.9,0.93,3.9,5.2,1
6.31,21.8,0.9,3.8,3.9,1
7.56,26.3,1.25,8.0,17.7,1
6.65,25.4,1.14,7.9,9.2,0
9.3,22.7,1.04,8.0,25.0,1
7.37,33.4,1.1,5.6,22.5,0
9.0,22.2,1.13,8.6,14.6,1
7.9,29.5,0.94,7.6,16.4,0
8.87,33.4,1.03,4.3,4.8,1
6.66,33.7,0.98,6.0,22.5,0
9.16,31.9,1.03,2.0,12.0,1
6.37,22.6,1.1,5.4,13.5,0
7.73,32.3,0.9,3.1,22.0,0
6.07,24.1,1.04,3.3,1.2,1
7.38,33.8,1.03,2.0,12.9,1
6.59,30.6,0.97,3.9,16.0,0
6.33,31.8,1.4,4.9,4.8,1
9.83,21.3,0.84,5.8,2.6,1
5.8,28.7,1.19,3.4,13.8,1
8.94,32.3,0.9,7.3,14.1,1
9.92,32.9,1.3,5.2,8.9,1
5.1,20.4,1.35,6.1,22.2,1
8.5,34.1,1.04,3.2,8.2,0
6.26,20.7,1.29,7.5,13.4,1
5.2,29.2,0.95,6.0,5.5,1
7.01,30.4,0.88,7.9,1.3,1
9.68,21.6,0.99,2.3,11.2,1
5.06,20.7,1.01,4.0,13.6,1
7.94,31.8,1.04,1.9,19.4,1
7.51,25.8,1.02,2.7,11.8,1
9.37,21.6,1.05,4.2,7.7,1
5.42,31.4,1.23,8.2,15.5,1
8.41,32.7,0.95,5.5,10.1,0
8.4,28.8,0.81,3.6,6.6,0
8.35,22.4,1.09,7.0,22.8,0
9.71,20.2,1.07,1.2,13.9,1
9.12,30.5,0.84,4.0,5.8,1
5.21,28.3,0.88,5.8,17.1,1
7.36,29.8,1.11,5.7,20.3,0
6.99,32.2,0.94,5.9,19.2,0
6.55,26.5,1.33,2.7,15.4,1
7.26,21.9,0.9,3.7,13.5,0
6.92,34.1,0.81,8.5,19.7,0
7.16,28.2,1.07,8.8,18.0,0
9.9,29.2,1.39,3.5,14.7,1
5.44,34.0,1.18,6.2,16.8,1
9.61,34.0,1.01,2.9,5.0,1
7.4,28.6,0.81,3.9,1.5,0
8.12,24.5,1.09,7.3,23.3,0
9.15,35.0,0.92,5.0,23.4,1
6.8,30.2,1.19,7.8,19.9,0
7.15,26.1,1.15,6.0,9.9,1
7.05,28.4,0.96,6.0,4.6,1
6.87,26.2,0.84,1.3,9.6,1
9.63,33.3,1.25,7.0,18.4,1
9.14,27.2,1.15,8.8,9.0,1
5.54,32.4,1.31,4.8,20.1,1
5.54,32.6,0.96,2.3,17.2,1
7.14,32.4,1.19,8.8,16.1,1
5.49,30.8,0.87,3.3,23.3,1
8.1,32.8,0.98,4.3,22.4,0
5.72,25.8,1.19,1.6,18.1,1
7.61,21.7,1.3,1.9,5.8,1
5.04,32.6,0.99,2.7,23.5,1
6.58,27.5,1.28,5.4,6.5,1
8.39,21.9,1.21,5.5,9.9,0
7.42,21.7,1.01,5.8,20.8,0
9.89,22.4,1.33,5.7,6.0,1
9.37,31.3,1.11,5.0,16.3,1
6.8,30.7,1.19,7.4,12.0,0
5.23,23.1,1.1,8.5,16.0,1
9.23,32.7,1.07,3.2,24.0,1
9.56,24.2,1.31,2.0,20.4,1
9.1,31.9,0.98,4.4,8.1,1
5.64,27.3,0.82,1.2,2.4,1
9.99,31.0,1.33,8.1,24.2,1
6.29,25.7,1.3,2.9,15.0,1
8.62,25.2,1.02,5.4,5.2,1
9.54,32.6,0.91,1.9,16.1,1
6.18,20.5,1.21,5.4,2.0,1
9.54,34.6,0.85,1.3,5.5,1
6.55,29.7,1.05,7.2,16.2,0
9.88,26.5,0.85,8.6,10.7,1
6.41,29.4,1.16,3.5,8.8,0
9.77,21.8,0.82,3.1,16.7,1
5.27,27.7,1.18,4.6,21.8,1
8.55,34.8,1.2,6.0,17.3,1
7.66,23.5,1.09,2.5,12.1,1
7.39,30.8,0.91,7.4,16.8,0
6.12,26.5,0.86,2.6,17.7,1
8.53,29.8,0.99,1.0,19.6,1
5.95,23.1,1.08,5.2,8.4,1
7.76,27.1,1.19,1.9,3.7,1
6.27,34.7,0.8,6.6,17.4,0
9.78,22.9,1.23,2.3,3.9,1
5.14,29.5,1.23,7.5,12.1,1
6.0,28.6,1.07,4.8,6.5,1
6.21,28.5,1.01,5.5,9.0,0
7.07,29.2,1.31,2.5,12.3,1
6.16,27.5,1.27,2.2,22.5,1
7.46,20.3,1.39,6.1,17.3,1
9.36,33.5,1.02,3.0,5.1,1
8.56,32.4,1.34,4.1,22.1,1
7.9,22.6,0.85,4.8,13.0,0
5.45,26.2,1.05,2.8,5.9,1
8.47,31.6,1.08,7.4,13.7,0
5.83,34.7,1.06,8.5,5.6,1
8.93,34.3,1.18,4.5,9.8,1
6.25,33.5,0.9,8.3,20.3,0
7.09,22.4,1.32,8.1,16.8,1
6.75,33.7,1.13,2.3,12.5,1
9.29,33.2,1.34,2.4,6.4,0
5.63,25.7,0.8,4.8,7.8,1
7.83,25.9,1.18,5.2,24.5,0
5.71,26.9,1.05,3.7,9.2,1
8.52,29.8,1.1,3.5,15.8,1
9.53,23.9,1.25,4.5,13.0,1
7.17,20.3,0.94,6.5,1.6,0
7.44,22.1,0.92,1.7,23.7,1
9.64,26.6,1.22,6.7,3.1,1
7.6,24.2,1.11,8.4,16.8,0
7.44,31.5,0.94,7.1,20.5,0
7.89,21.6,1.09,2.5,19.0,1
8.45,33.8,1.08,1.7,20.4,1
5.53,33.4,1.21,4.9,18.8,1
9.11,33.6,0.8,8.7,11.7,1
7.18,31.1,1.15,7.6,22.5,0
5.36,21.6,1.16,5.5,22.9,1
8.93,26.6,1.25,2.1,11.5,1
6.88,22.0,1.33,6.7,12.6,1
5.5,34.8,1.06,7.5,12.7,1
8.17,25.0,1.01,8.5,7.7,0
9.4,28.8,0.86,5.9,3.8,1
9.44,31.7,1.0,5.1,7.3,1
9.79,33.8,0.84,6.0,21.3,1
9.34,31.3,1.28,8.5,14.0,1
5.01,30.1,1.28,6.0,21.4,1
6.9,27.0,1.05,3.1,18.9,0
9.09,29.1,0.96,6.1,9.4,1
6.83,21.4,0.87,8.0,5.4,0
8.01,33.3,1.31,5.5,14.6,1
8.03,28.2,1.33,5.0,23.5,1
6.83,20.6,0.96,6.9,21.1,0
9.52,33.8,1.17,6.3,19.3,1
7.52,27.3,0.96,1.5,19.3,1
7.32,33.0,0.94,6.8,13.7,0
9.99,32.9,0.81,4.3,5.1,1
7.47,32.2,1.15,8.5,7.9,0
5.89,20.9,0.89,8.8,14.9,1
7.57,23.7,0.81,4.6,8.6,0
9.07,33.1,0.86,8.8,19.8,1
8.88,33.5,0.99,3.5,10.0,1
8.94,26.9,1.2,6.5,3.7,1
8.54,26.6,0.92,1.6,19.8,1
6.27,22.6,1.33,2.2,17.8,1
9.31,34.5,0.97,7.9,7.1,1
9.47,23.2,1.0,8.2,24.5,1
5.97,22.9,0.93,5.3,10.7,1
5.65,29.9,0.95,3.7,17.3,1
9.88,23.6,0.84,4.6,22.9,1
9.34,34.1,0.98,8.0,4.7,1
9.47,20.2,1.32,2.7,22.1,1
9.43,20.1,1.21,3.4,17.9,1
7.71,27.6,1.33,7.3,5.0,1
8.23,27.3,0.86,8.5,16.9,0
7.73,22.5,1.07,1.7,22.0,1
5.26,27.4,0.94,7.4,20.2,1
8.73,26.2,1.23,6.2,19.3,1
7.53,33.4,1.38,2.8,4.9,1
8.24,20.1,1.29,7.0,5.6,1
7.51,34.6,0.82,6.8,14.1,0
7.46,29.4,0.99,2.1,14.9,1
5.86,22.3,0.82,5.0,23.6,1
6.39,20.7,0.82,7.1,12.2,0
5.79,28.1,0.85,2.5,8.3,1
5.98,23.5,0.97,4.7,5.6,1
9.86,24.5,0.98,2.0,2.3,1
5.77,23.7,1.04,3.5,2.6,1
6.35,29.8,1.04,2.7,14.8,1
7.95,28.3,1.26,5.0,5.2,1
8.05,21.2,0.88,2.1,21.4,1
5.77,27.9,0.89,4.1,15.3,1
8.97,31.9,1.18,3.2,21.8,1
8.93,21.2,1.14,7.0,11.3,1
6.19,33.3,0.89,6.6,15.3,0
6.44,28.7,1.31,1.8,13.6,1
9.69,34.3,1.0,8.6,24.7,1
9.13,22.2,1.02,7.0,20.1,1
8.49,34.9,1.05,5.9,15.3,0
5.41,29.7,0.99,4.8,15.6,1
7.09,28.5,1.13,2.4,7.0,1
7.8,27.7,1.03,8.7,18.6,0
5.94,20.4,0.96,1.1,24.6,1
7.24,34.1,1.34,6.5,4.1,1
8.01,29.7,0.99,5.1,16.3,0
6.64,21.4,1.22,8.2,13.4,0
8.9,20.3,1.01,4.0,21.4,1
9.2,20.8,1.06,5.1,1.0,1
6.62,29.1,0.94,6.9,4.3,0
9.19,29.2,1.25,1.4,1.9,1
5.52,27.5,1.24,1.4,4.9,1
9.19,24.6,0.81,2.7,18.0,1
5.76,28.0,0.84,2.2,4.4,1
5.41,27.7,1.35,1.1,15.9,1
8.21,20.3,1.33,6.0,21.8,1
7.36,24.2,1.1,7.4,1.8,1
9.54,20.8,1.1,8.7,1.6,1
6.82,33.5,1.29,4.5,24.8,1
6.44,30.9,0.88,3.2,17.2,0
7.5,34.9,1.19,7.9,4.4,0
7.28,24.5,1.09,7.8,8.4,0
6.72,33.2,1.25,6.0,24.6,0
8.47,29.0,0.82,3.2,6.5,0
8.8,26.8,1.16,8.3,19.1,1
9.26,23.3,1.13,2.4,6.8,1
9.86,31.1,1.3,1.3,10.6,1
6.33,33.6,1.21,7.4,22.1,0
8.58,23.5,1.33,5.5,1.7,1
6.97,22.6,1.33,3.0,8.4,1
8.39,30.4,1.04,6.4,12.7,0
7.38,34.7,0.88,7.1,16.0,0
9.97,31.2,1.18,7.8,1.7,1
8.64,24.3,1.32,3.3,10.9,1
9.76,26.3,0.84,1.2,9.3,1
9.17,25.8,1.13,5.1,1.6,1
9.51,32.8,0.87,7.8,9.5,1
9.07,31.6,0.82,2.7,23.4,1
7.3,28.8,1.21,4.4,7.6,0
6.26,24.1,1.21,3.1,15.1,0
6.85,34.1,1.16,1.1,8.2,1
5.1,29.8,1.32,8.2,3.6,1
7.62,34.6,0.85,2.1,8.0,1
7.53,28.7,0.86,7.1,12.3,1
7.63,32.3,1.32,3.8,8.1,1
9.87,32.2,1.1,3.2,16.0,1
9.56,25.1,0.96,8.5,23.8,1
5.81,34.5,1.24,6.3,2.7,1
6.84,20.3,1.34,6.5,18.2,1
7.12,31.5,1.21,7.1,1.0,1
6.8,34.5,1.28,3.7,1.0,1
8.99,25.1,0.97,5.5,4.2,1
7.62,29.7,0.97,3.2,12.5,0
7.86,28.4,1.32,7.7,2.2,1
9.27,31.4,1.17,5.8,18.3,1
9.03,33.0,0.94,2.9,1.7,1
5.66,29.0,1.11,8.2,12.9,1
8.57,32.2,1.21,5.6,17.2,1
7.18,24.7,0.93,5.0,6.7,0
6.47,23.4,1.19,1.3,14.9,1
5.25,26.5,0.83,8.3,7.3,1
7.44,30.2,0.98,8.6,6.1,0
6.78,22.8,1.2,5.5,20.6,0
6.26,30.2,0.89,4.5,9.0,0
8.47,25.9,0.93,3.9,20.5,0
8.85,31.9,1.33,3.1,6.2,0
6.22,20.6,1.2,5.6,9.5,0
5.25,30.0,1.1,2.0,3.5,1
9.24,29.7,0.93,8.4,12.9,1
5.05,34.1,1.0,2.4,10.2,1
9.69,30.7,1.14,7.0,1.1,1
8.14,31.9,0.89,3.5,12.2,0
6.61,33.6,1.09,2.8,2.8,1
6.23,30.1,1.05,5.5,21.1,0
5.05,24.4,1.09,7.1,12.8,1
6.18,33.0,0.86,6.8,17.6,0
5.69,31.2,0.86,2.9,20.7,1
8.06,26.4,1.38,3.6,2.2,1
5.83,30.7,1.39,8.0,9.1,1
7.64,33.0,1.06,6.8,1.6,1
7.95,34.6,1.27,6.7,2.2,1
6.49,34.3,1.19,3.2,1.9,1
5.18,24.9,0.87,7.3,12.5,1
5.19,26.3,0.98,3.9,11.8,1
5.13,21.6,0.99,4.2,2.5,1
8.7,23.7,1.16,3.3,7.3,1
6.59,33.2,1.15,2.0,6.9,1
8.98,25.4,1.35,4.4,8.1,1
7.16,29.3,1.27,1.1,16.4,1
7.26,30.0,1.31,4.6,17.7,1
7.56,31.7,1.33,6.8,9.1,1
8.57,22.7,1.28,8.7,19.9,1
6.37,24.6,1.0,1.6,11.0,1
5.61,26.7,0.93,3.3,13.5,1
7.78,25.5,1.14,5.0,4.5,1
6.63,34.7,1.21,2.4,6.6,1
7.21,32.5,1.03,1.9,18.5,1
8.23,27.2,1.31,4.6,24.4,1
7.47,33.2,1.38,5.6,17.9,1
8.1,25.2,1.14,7.6,2.3,1
7.72,31.8,1.07,9.0,4.4,1
8.7,23.4,1.31,7.2,11.7,1
8.53,31.6,0.81,2.8,18.6,1
7.67,26.8,0.88,7.0,5.0,1
8.39,21.6,1.31,5.3,19.0,1
9.37,24.1,1.24,4.6,14.3,1
7.16,26.0,1.05,8.5,19.6,0
7.06,31.2,1.33,6.6,14.4,1
8.82,21.1,1.01,6.5,15.5,1
7.91,29.9,1.18,1.1,7.0,1
5.36,30.7,1.18,7.9,18.3,1
9.46,29.8,0.91,7.3,21.3,1
5.15,31.4,0.97,3.4,21.9,1
8.74,22.7,1.35,3.3,1.7,1
8.79,28.8,0.91,1.4,16.0,1
9.77,34.1,0.9,1.4,24.7,1
5.27,29.2,1.09,6.3,15.1,1
7.98,29.2,0.86,2.5,5.1,1
7.14,31.0,1.34,8.4,22.1,1
6.65,25.0,0.86,7.7,7.3,0
5.45,30.5,1.17,3.8,2.1,1
7.81,33.7,1.0,4.0,11.3,0
7.4,20.2,1.28,3.6,3.4,1
5.52,33.1,1.15,1.7,3.8,1
8.06,23.3,1.03,1.3,12.1,1
8.69,26.8,1.39,4.6,15.7,1
8.84,32.8,0.84,8.5,22.7,1
9.53,32.4,1.15,8.3,17.9,1
7.05,33.4,1.39,7.5,21.2,1
9.77,34.1,1.21,6.0,10.9,1
9.33,26.7,1.24,7.8,8.6,1
6.48,29.8,0.82,5.1,15.2,0
5.8,25.9,0.81,2.4,17.7,1
7.18,25.3,0.82,6.5,14.6,0
7.01,26.5,1.4,8.4,7.3,1
7.88,31.1,1.39,1.2,9.9,1
7.92,27.5,1.0,3.0,11.8,0
8.75,32.2,0.97,3.1,1.3,1
7.55,31.2,0.89,1.8,22.1,1
5.52,20.3,1.0,2.8,13.3,1
9.29,29.5,1.02,4.1,19.0,1
6.55,26.5,1.25,8.5,5.1,0
9.86,26.8,1.32,7.9,14.4,1
5.59,32.3,1.25,8.6,23.2,1
9.79,28.2,1.19,2.0,6.1,1
5.46,33.3,1.26,1.2,9.3,1
6.16,30.7,1.24,1.9,10.3,1
5.23,28.3,1.09,8.3,10.2,1
8.53,31.3,1.0,2.3,15.4,1
9.25,20.6,0.97,5.6,10.5,1
7.17,20.4,1.21,2.8,17.2,1
9.64,21.3,1.38,1.2,12.6,1
7.95,26.6,1.15,1.7,4.8,1
8.15,23.5,1.35,6.7,23.8,1
9.23,34.8,0.81,2.5,6.7,1
6.48,28.1,1.28,2.8,14.5,1
6.77,29.9,1.31,4.0,2.5,1
9.53,24.2,1.18,6.3,23.0,1
9.5,24.8,1.36,4.8,23.3,1
9.88,25.0,1.15,8.6,9.7,1
9.51,30.5,0.94,4.5,3.9,1
5.64,27.1,0.93,2.6,19.5,1
9.12,27.8,1.13,5.3,7.3,0
7.05,28.9,1.34,4.6,17.8,1
9.95,31.5,0.84,7.3,23.0,1
7.36,21.4,1.16,8.5,15.2,0
7.77,31.7,1.26,7.7,21.7,1
7.65,28.4,0.87,4.1,6.4,0
6.61,30.0,0.87,2.7,22.9,1
5.38,24.9,1.02,8.3,6.4,1
9.48,26.1,0.96,4.1,6.4,1
9.01,23.5,0.92,7.2,22.1,1
5.7,34.7,0.92,8.9,14.3,1
8.88,27.5,0.88,5.6,20.2,1
8.13,34.9,1.17,4.8,20.3,0
7.05,27.3,1.21,6.6,16.5,0
6.27,23.3,1.22,2.6,5.5,1
9.3,27.6,1.12,4.9,17.6,1
8.5,20.6,1.37,3.5,2.5,1
7.74,33.6,1.33,2.3,5.8,1
8.05,32.3,1.37,5.9,16.4,1
5.46,30.9,1.03,5.6,22.8,1
7.37,29.1,1.33,7.1,19.5,1
5.97,28.7,1.26,8.0,9.0,1
6.04,35.0,1.0,2.8,20.8,1
8.31,24.2,0.86,7.2,24.2,0
9.56,31.7,1.21,3.9,9.0,1
7.02,28.7,0.88,6.0,5.5,0
6.04,34.6,0.98,7.8,5.7,0
8.24,32.4,1.1,3.0,10.6,0
9.36,35.0,1.21,5.8,2.3,1
8.74,28.8,1.36,4.8,12.7,1
9.34,23.1,1.16,7.3,18.6,1
7.68,27.6,1.2,6.6,13.7,0
8.76,30.7,0.99,7.2,24.3,1
5.7,31.6,1.21,3.3,12.1,1
6.74,20.0,1.06,6.6,1.3,1
6.95,27.6,1.31,5.8,12.3,1
7.56,23.5,1.04,4.7,23.3,0
9.65,33.1,1.08,4.0,3.3,1
9.37,22.3,1.06,3.7,6.4,1
5.67,30.0,1.29,1.1,18.2,1
5.86,24.0,1.37,2.4,8.1,1
6.79,25.3,1.0,1.5,19.4,1
6.45,34.1,1.09,7.8,11.1,0
8.07,23.6,1.22,7.9,20.1,0
9.51,21.4,1.34,7.8,14.2,1
9.81,21.0,1.1,7.5,3.0,1
8.27,27.6,0.87,2.8,10.3,1
9.19,29.6,1.02,4.9,9.0,1
7.63,24.9,1.13,8.3,20.4,0
6.04,30.4,1.05,7.1,16.0,0
7.62,20.9,0.91,1.0,19.7,1
7.78,32.9,0.82,4.7,9.9,0
8.71,32.2,1.21,1.1,17.6,1
6.1,34.8,1.4,3.2,2.6,1
6.84,34.0,1.35,4.5,1.9,1
6.82,25.3,1.21,8.1,7.9,0
9.8,26.0,1.3,6.2,19.6,1
7.22,31.2,0.95,3.9,13.8,0
8.78,22.0,1.17,4.9,10.8,1
8.75,24.7,0.84,7.5,22.5,1
6.33,21.8,1.22,3.4,12.9,0
7.86,26.8,1.38,5.9,15.7,1
9.47,28.3,1.32,3.1,24.7,1
7.38,23.2,1.12,4.8,13.5,0
9.73,20.4,1.27,1.2,19.8,1
6.07,30.8,1.37,7.8,10.9,1
5.37,20.3,0.93,1.4,1.9,1
9.46,34.6,1.28,2.8,21.0,1
9.24,23.3,0.96,3.7,23.7,1
9.96,30.0,1.33,6.0,11.4,1
8.4,26.5,0.86,6.8,13.1,0
9.68,20.9,0.91,1.6,11.2,1
9.13,27.1,1.23,1.3,24.9,1
9.22,27.8,0.9,7.4,22.7,1
7.85,32.8,0.89,6.7,2.0,1
6.91,31.0,1.13,7.7,19.7,0
9.67,21.2,1.3,6.4,15.4,1
7.16,23.1,0.96,7.0,1.6,1
7.69,24.7,1.3,4.0,11.7,1
7.23,21.7,1.28,5.7,4.6,1
7.82,26.9,1.15,7.4,22.0,0
7.35,34.8,1.19,2.4,1.3,1
5.24,27.7,0.82,4.4,22.0,1
9.41,31.1,1.02,6.9,23.6,1
7.22,30.2,0.96,5.3,2.8,1
7.94,32.7,0.89,6.5,18.3,0
5.7,23.2,1.03,3.3,14.2,1
5.02,31.3,1.01,1.3,23.9,1
6.23,33.2,1.24,1.2,20.2,1
8.52,22.6,1.16,8.5,17.7,1
5.5,25.2,1.35,8.6,23.2,1
9.54,34.6,0.89,2.7,4.8,1
6.08,31.7,0.84,2.2,10.0,1
6.02,24.2,1.12,1.1,21.2,1
5.91,28.5,0.8,2.9,3.4,1
5.07,26.1,1.27,3.7,23.5,1
8.86,27.3,1.1,2.9,18.9,1
9.38,25.3,1.09,7.4,11.5,1
8.07,24.2,1.02,7.0,9.1,0
5.94,30.1,1.02,1.6,4.5,1
6.43,31.7,1.06,6.6,3.2,1
7.38,33.1,0.81,5.2,11.2,0
9.77,22.3,0.85,2.1,21.2,1
6.24,32.3,1.1,6.9,13.8,0
8.66,23.8,0.89,1.7,11.8,1
7.2,26.4,1.27,2.4,8.7,1
6.49,33.5,0.96,2.2,4.8,1
7.28,26.8,0.86,8.5,24.8,0
5.36,23.0,0.94,6.6,1.6,1
8.99,22.4,1.01,4.3,8.5,1
6.22,27.1,0.82,7.6,19.5,0
8.63,31.4,0.89,2.7,13.5,1
5.34,35.0,0.99,8.4,8.5,1
9.78,31.8,0.99,6.6,24.8,1
5.97,33.2,1.28,5.5,15.9,1
9.41,31.2,1.31,7.4,8.1,1
9.05,33.4,0.92,6.2,21.4,1
9.84,21.1,0.87,8.1,4.6,1
7.39,33.9,1.18,7.6,12.1,0
8.64,25.9,1.28,2.6,21.2,1
6.85,33.8,1.38,2.9,24.6,1
5.92,21.1,0.8,1.5,10.2,1
7.22,30.7,1.05,2.8,4.3,1
5.83,31.0,1.24,3.7,14.6,1
9.91,35.0,1.3,1.2,23.7,1
5.48,31.5,0.84,3.5,17.0,1
7.95,25.7,1.21,7.2,15.5,0
8.13,28.4,0.97,7.7,8.4,0
7.69,25.5,0.84,1.1,15.6,1
8.31,22.9,1.09,1.1,22.2,1
5.58,23.7,0.89,2.2,10.0,1
7.78,23.3,1.24,8.0,6.8,0
6.44,28.2,1.24,4.8,12.5,0
9.7,33.6,1.31,8.9,10.0,1
8.81,33.7,1.03,8.1,12.3,1
9.86,20.8,0.81,8.1,3.3,1
5.19,21.2,0.96,2.0,9.1,1
6.43,23.7,1.08,4.8,20.8,0
5.98,23.8,1.22,8.9,10.6,1
5.06,21.4,1.03,2.2,24.2,1
6.21,25.8,1.12,5.6,18.0,0
8.39,28.8,1.11,3.8,9.8,0
6.16,28.7,0.9,4.1,7.0,0
7.55,28.2,1.17,8.1,17.4,0
9.44,25.1,1.06,5.7,8.3,1
8.47,30.6,1.28,7.1,23.2,1
6.97,32.4,1.21,6.4,3.8,1
6.86,25.2,0.87,5.2,1.7,1
7.28,21.3,1.09,7.3,6.3,0
5.89,24.4,1.22,8.8,15.6,1
8.17,22.1,0.85,8.7,21.0,0
6.82,27.0,1.28,7.3,5.1,1
9.26,22.3,0.93,4.9,15.0,1
